id.exposure,id.outcome,outcome,exposure,method,nsnp,b,se,pval,analysis_type
ukb-b-4710,ieu-a-7,CHD,Exercise,Simple mode,15,0.057838052,0.218957818,0.795511868,Network
ukb-b-4710,ieu-a-7,CHD,Exercise,Weighted mode,15,-0.047204346,0.187599055,0.804988053,Network
ukb-b-5076,ieu-a-1187,Depression,Not socialising,Wald ratio,1,-5.610728877,0.898535204,4.26E-10,Network
ukb-b-5076,ukb-b-6519,Worry,Not socialising,MR Egger intercept,10,-0.000898613,0.003907621,0.82389071,Network
ukb-b-5076,ukb-b-6519,Worry,Not socialising,MR Egger,10,0.810565079,0.688097946,0.272656003,Network
ukb-b-5076,ukb-b-6519,Worry,Not socialising,Weighted median,10,-0.01945774,0.088510012,0.825998417,Network
ukb-b-5076,ukb-b-6519,Worry,Not socialising,Inverse variance weighted,10,0.010560476,0.098225717,0.914382544,Network
ukb-b-5076,ukb-b-6519,Worry,Not socialising,Simple mode,10,-0.209173267,0.17038418,0.250715758,Network
ukb-b-5076,ukb-b-6519,Worry,Not socialising,Weighted mode,10,-0.197391346,0.16344069,0.257931626,Network
ukb-b-5076,ukb-b-5779,Alcohol,Not socialising,MR Egger intercept,10,0.000922983,0.002156404,0.679926483,Network
ukb-b-5076,ukb-b-5779,Alcohol,Not socialising,MR Egger,10,1.642864644,2.804373104,0.574145669,Network
ukb-b-5076,ukb-b-5779,Alcohol,Not socialising,Weighted median,10,1.973801354,0.303687602,8.06E-11,Network
ukb-b-5076,ukb-b-5779,Alcohol,Not socialising,Inverse variance weighted,10,1.998769904,0.370130936,6.66E-08,Network
ukb-b-5076,ukb-b-5779,Alcohol,Not socialising,Simple mode,10,2.167449019,0.480766789,0.001471262,Network
ukb-b-5076,ukb-b-5779,Alcohol,Not socialising,Weighted mode,10,2.054782066,0.456881674,0.001494514,Network
ukb-b-5076,ieu-a-961,Smoking,Not socialising,MR Egger intercept,9,4.92E-06,0.055993594,0.999932343,Network
ukb-b-5076,ieu-a-961,Smoking,Not socialising,MR Egger,9,-27.25060013,42.89035586,0.545398065,Network
ukb-b-5076,ieu-a-961,Smoking,Not socialising,Weighted median,9,7.762817181,7.112121121,0.275056829,Network
ukb-b-5076,ieu-a-961,Smoking,Not socialising,Inverse variance weighted,9,7.558387602,5.432777123,0.164147597,Network
ukb-b-5076,ieu-a-961,Smoking,Not socialising,Simple mode,9,1.814374869,12.45144788,0.887750262,Network
ukb-b-5076,ieu-a-961,Smoking,Not socialising,Weighted mode,9,-1.374969862,12.09485148,0.912290859,Network
ukb-b-5076,ieu-a-1239,Education,Not socialising,MR Egger intercept,10,-0.005318654,0.00118815,0.002065582,Network
ukb-b-5076,ieu-a-1239,Education,Not socialising,MR Egger,10,-4.212621638,2.46865825,0.126314857,Network
ukb-b-5076,ieu-a-1239,Education,Not socialising,Weighted median,10,-1.30368296,0.235485302,3.09E-08,Network
ukb-b-5076,ieu-a-1239,Education,Not socialising,Inverse variance weighted,10,-2.074179683,0.340962329,1.18E-09,Network
ukb-b-5076,ieu-a-1239,Education,Not socialising,Simple mode,10,-1.248639288,0.290127845,0.001979722,Network
ukb-b-5076,ieu-a-1239,Education,Not socialising,Weighted mode,10,-1.155099067,0.228960584,0.000695077,Network
ukb-b-5076,ukb-b-19953,BMI,Not socialising,MR Egger intercept,10,0.000945567,0.002852835,0.74882168,Network
ukb-b-5076,ukb-b-19953,BMI,Not socialising,MR Egger,10,6.607816243,2.486429195,0.028915033,Network
ukb-b-5076,ukb-b-19953,BMI,Not socialising,Weighted median,10,0.994567329,0.235680501,2.44E-05,Network
ukb-b-5076,ukb-b-19953,BMI,Not socialising,Inverse variance weighted,10,1.191677063,0.415499342,0.004129971,Network
ukb-b-5076,ukb-b-19953,BMI,Not socialising,Simple mode,10,1.234292384,0.372114615,0.008983599,Network
ukb-b-5076,ukb-b-19953,BMI,Not socialising,Weighted mode,10,1.028897735,0.343365739,0.015041331,Network
ukb-b-5076,ukb-b-5238,Intelligence,Not socialising,MR Egger intercept,10,0.001875908,0.005029122,0.718831159,Network
ukb-b-5076,ukb-b-5238,Intelligence,Not socialising,MR Egger,10,-8.481243992,7.931000778,0.31610036,Network
ukb-b-5076,ukb-b-5238,Intelligence,Not socialising,Weighted median,10,-4.079340099,0.829852662,8.84E-07,Network
ukb-b-5076,ukb-b-5238,Intelligence,Not socialising,Inverse variance weighted,10,-4.365432904,1.064621415,4.12E-05,Network
ukb-b-5076,ukb-b-5238,Intelligence,Not socialising,Simple mode,10,-5.12239808,1.318074821,0.00369589,Network
ukb-b-5076,ukb-b-5238,Intelligence,Not socialising,Weighted mode,10,-4.789169083,1.609837384,0.015577003,Network
ukb-b-5076,ieu-a-1018,Wellbeing,Not socialising,MR Egger intercept,9,0.004257314,0.003810525,0.30076128,Network
ukb-b-5076,ieu-a-1018,Wellbeing,Not socialising,MR Egger,9,0.750146932,1.496404547,0.631537856,Network
ukb-b-5076,ieu-a-1018,Wellbeing,Not socialising,Weighted median,9,-0.168939796,0.250676844,0.500352899,Network
ukb-b-5076,ieu-a-1018,Wellbeing,Not socialising,Inverse variance weighted,9,-0.190800404,0.191677597,0.319530283,Network
ukb-b-5076,ieu-a-1018,Wellbeing,Not socialising,Simple mode,9,0.074554773,0.442516798,0.870388151,Network
ukb-b-5076,ieu-a-1018,Wellbeing,Not socialising,Weighted mode,9,0.009191941,0.397176679,0.982102888,Network
ukb-b-5076,ukb-b-4424,Sleep duration,Not socialising,MR Egger intercept,10,0.001803002,0.002641243,0.514115485,Network
ukb-b-5076,ukb-b-4424,Sleep duration,Not socialising,MR Egger,10,-1.949703258,1.820718261,0.315480159,Network
ukb-b-5076,ukb-b-4424,Sleep duration,Not socialising,Weighted median,10,-0.020245842,0.13511463,0.880889296,Network
ukb-b-5076,ukb-b-4424,Sleep duration,Not socialising,Inverse variance weighted,10,-0.225883463,0.253388843,0.372687849,Network
ukb-b-5076,ukb-b-4424,Sleep duration,Not socialising,Simple mode,10,0.016054294,0.162490263,0.92346142,Network
ukb-b-5076,ukb-b-4424,Sleep duration,Not socialising,Weighted mode,10,0.008513057,0.146895746,0.955052339,Network
ukb-b-5076,ukb-b-8476,Loneliness,Not socialising,MR Egger intercept,10,0.005845025,0.000542154,4.83E-06,Network
ukb-b-5076,ukb-b-8476,Loneliness,Not socialising,MR Egger,10,0.226632633,0.402837592,0.589127007,Network
ukb-b-5076,ukb-b-8476,Loneliness,Not socialising,Weighted median,10,0.185498232,0.064496238,0.004026102,Network
ukb-b-5076,ukb-b-8476,Loneliness,Not socialising,Inverse variance weighted,10,0.248087175,0.053115656,3.00E-06,Network
ukb-b-5076,ukb-b-8476,Loneliness,Not socialising,Simple mode,10,0.15637706,0.095789791,0.137008223,Network
ukb-b-5076,ukb-b-8476,Loneliness,Not socialising,Weighted mode,10,0.15637706,0.095873187,0.137309806,Network
ukb-b-5076,ukb-b-3957,Sleeplessness,Not socialising,MR Egger intercept,10,0.004188683,0.00291144,0.188185425,Network
ukb-b-5076,ukb-b-3957,Sleeplessness,Not socialising,MR Egger,10,2.872088399,1.347234818,0.065604801,Network
ukb-b-5076,ukb-b-3957,Sleeplessness,Not socialising,Weighted median,10,0.492344933,0.12622884,9.60E-05,Network
ukb-b-5076,ukb-b-3957,Sleeplessness,Not socialising,Inverse variance weighted,10,0.31926463,0.214442918,0.136537569,Network
ukb-b-5076,ukb-b-3957,Sleeplessness,Not socialising,Simple mode,10,0.532559401,0.164543175,0.010214213,Network
ukb-b-5076,ukb-b-3957,Sleeplessness,Not socialising,Weighted mode,10,0.532559401,0.166186436,0.010751824,Network
ukb-b-5076,ukb-b-4956,Eveningness,Not socialising,MR Egger intercept,10,0.004880358,0.003103808,0.154507214,Network
ukb-b-5076,ukb-b-4956,Eveningness,Not socialising,MR Egger,10,-0.283937883,1.654576793,0.868007472,Network
ukb-b-5076,ukb-b-4956,Eveningness,Not socialising,Weighted median,10,0.166429506,0.170905836,0.330151778,Network
ukb-b-5076,ukb-b-4956,Eveningness,Not socialising,Inverse variance weighted,10,-0.075144918,0.218387736,0.730779009,Network
ukb-b-5076,ukb-b-4956,Eveningness,Not socialising,Simple mode,10,0.327032651,0.260720114,0.24131409,Network
ukb-b-5076,ukb-b-4956,Eveningness,Not socialising,Weighted mode,10,0.31066407,0.253261168,0.251074401,Network
ukb-b-5076,ukb-d-SLEEP,ICD10 Insomni,Not socialising,MR Egger intercept,10,0.005474812,0.003432592,0.149389707,Network
ukb-b-5076,ukb-d-SLEEP,ICD10 Insomni,Not socialising,MR Egger,10,-0.086244207,0.084892604,0.3394035,Network
ukb-b-5076,ukb-d-SLEEP,ICD10 Insomni,Not socialising,Weighted median,10,0.007427616,0.015863343,0.63962358,Network
ukb-b-5076,ukb-d-SLEEP,ICD10 Insomni,Not socialising,Inverse variance weighted,10,0.004424117,0.01196561,0.711579221,Network
ukb-b-5076,ukb-d-SLEEP,ICD10 Insomni,Not socialising,Simple mode,10,0.013413239,0.027445757,0.636729044,Network
ukb-b-5076,ukb-d-SLEEP,ICD10 Insomni,Not socialising,Weighted mode,10,0.010589222,0.024535598,0.676196464,Network
ukb-b-5076,ukb-b-4062,Happiness,Not socialising,MR Egger intercept,10,-0.003623729,0.003966024,0.387585841,Network
ukb-b-5076,ukb-b-4062,Happiness,Not socialising,MR Egger,10,-2.078735872,1.01466859,0.074660505,Network
ukb-b-5076,ukb-b-4062,Happiness,Not socialising,Weighted median,10,-0.0393907,0.213728316,0.853776016,Network
ukb-b-5076,ukb-b-4062,Happiness,Not socialising,Inverse variance weighted,10,0.084475593,0.1647763,0.608183334,Network
ukb-b-5076,ukb-b-4062,Happiness,Not socialising,Simple mode,10,0.436855776,0.377182301,0.276588635,Network
ukb-b-5076,ukb-b-4062,Happiness,Not socialising,Weighted mode,10,-0.179495593,0.380701364,0.648513446,Network
ukb-b-5076,ukb-b-4710,Exercise,Not socialising,MR Egger intercept,10,0.001704808,0.002873626,0.569395278,Network
ukb-b-5076,ukb-b-4710,Exercise,Not socialising,MR Egger,10,-6.22276511,3.80711639,0.140792425,Network
ukb-b-5076,ukb-b-4710,Exercise,Not socialising,Weighted median,10,0.727905296,0.419873938,0.082984075,Network
ukb-b-5076,ukb-b-4710,Exercise,Not socialising,Inverse variance weighted,10,0.688329046,0.598204516,0.2498728,Network
ukb-b-5076,ukb-b-4710,Exercise,Not socialising,Simple mode,10,0.646234127,0.570768509,0.286805813,Network
ukb-b-5076,ukb-b-4710,Exercise,Not socialising,Weighted mode,10,0.601940819,0.558842251,0.309449267,Network
ukb-b-5076,ieu-a-118,Neuroticism,Not socialising,MR Egger intercept,9,0.006348085,0.004408693,0.193077784,Network
ukb-b-5076,ieu-a-118,Neuroticism,Not socialising,MR Egger,9,1.812225915,3.558657693,0.626237226,Network
ukb-b-5076,ieu-a-118,Neuroticism,Not socialising,Weighted median,9,0.635821215,0.505444864,0.208412095,Network
ukb-b-5076,ieu-a-118,Neuroticism,Not socialising,Inverse variance weighted,9,0.19400353,0.488990222,0.691556863,Network
ukb-b-5076,ieu-a-118,Neuroticism,Not socialising,Simple mode,9,0.782895229,0.892233311,0.405818006,Network
ukb-b-5076,ieu-a-118,Neuroticism,Not socialising,Weighted mode,9,0.74249181,0.829621755,0.396927346,Network
ukb-b-5076,ukb-b-5237,Coffee intake,Not socialising,MR Egger intercept,10,0.000517532,0.002585877,0.84636677,Network
ukb-b-5076,ukb-b-5237,Coffee intake,Not socialising,MR Egger,10,-0.340397981,1.633135152,0.840100367,Network
ukb-b-5076,ukb-b-5237,Coffee intake,Not socialising,Weighted median,10,-0.021469568,0.134852319,0.873505001,Network
ukb-b-5076,ukb-b-5237,Coffee intake,Not socialising,Inverse variance weighted,10,-0.252150286,0.215333585,0.241608748,Network
ukb-b-5076,ukb-b-5237,Coffee intake,Not socialising,Simple mode,10,0.008125833,0.155617709,0.959496696,Network
ukb-b-5076,ukb-b-5237,Coffee intake,Not socialising,Weighted mode,10,0.001160865,0.152230484,0.994081981,Network
ukb-b-5076,ieu-a-7,CHD,Not socialising,MR Egger intercept,10,0.000451131,0.005330071,0.934628237,Network
ukb-b-5076,ieu-a-7,CHD,Not socialising,MR Egger,10,7.859982109,4.854073602,0.144052446,Network
ukb-b-5076,ieu-a-7,CHD,Not socialising,Weighted median,10,1.64217628,0.769007208,0.032724288,Network
ukb-b-5076,ieu-a-7,CHD,Not socialising,Inverse variance weighted,10,1.473373084,0.720706582,0.040919451,Network
ukb-b-5076,ieu-a-7,CHD,Not socialising,Simple mode,10,1.618623747,1.313581906,0.24908664,Network
ukb-b-5076,ieu-a-7,CHD,Not socialising,Weighted mode,10,1.697499657,1.193361235,0.188615165,Network
ieu-a-118,ukb-b-6519,Worry,Neuroticism,Wald ratio,1,0.06293201,0.032456079,0.052502569,Network
ieu-a-118,ukb-b-5779,Alcohol,Neuroticism,Wald ratio,1,0.030374194,0.095805459,0.751213007,Network
ieu-a-118,ieu-a-1239,Education,Neuroticism,Wald ratio,1,-0.145409429,0.054094293,0.00718656,Network
ieu-a-118,ukb-b-19953,BMI,Neuroticism,Wald ratio,1,0.090065261,0.062466005,0.149350786,Network
ieu-a-118,ukb-b-5238,Intelligence,Neuroticism,Wald ratio,1,-0.378076923,0.238859305,0.113457116,Network
ieu-a-118,ukb-b-4424,Sleep duration,Neuroticism,Wald ratio,1,-0.083180397,0.05059727,0.10018239,Network
ieu-a-118,ukb-b-8476,Loneliness,Neuroticism,Wald ratio,1,0.034381638,0.02542928,0.176359583,Network
ieu-a-118,ukb-b-3957,Sleeplessness,Neuroticism,Wald ratio,1,0.035864268,0.046988337,0.445308993,Network
ieu-a-118,ukb-b-4956,Eveningness,Neuroticism,Wald ratio,1,0.012055881,0.064334491,0.851351931,Network
ieu-a-118,ukb-d-SLEEP,ICD10 Insomni,Neuroticism,Wald ratio,1,-0.003571985,0.006706154,0.594280812,Network
ieu-a-118,ukb-b-4062,Happiness,Neuroticism,Wald ratio,1,0.144740695,0.080209181,0.071146657,Network
ieu-a-118,ukb-b-4710,Exercise,Neuroticism,Wald ratio,1,-0.242590571,0.157340199,0.123116868,Network
ieu-a-118,ukb-b-5076,Not socialising,Neuroticism,Wald ratio,1,0.054816625,0.030271464,0.070166403,Network
ieu-a-118,ukb-b-5237,Coffee intake,Neuroticism,Wald ratio,1,-0.048411911,0.051066253,0.343118461,Network
ieu-a-118,ieu-a-7,CHD,Neuroticism,Wald ratio,1,0.063200993,0.326260546,0.846400412,Network
ukb-b-5237,ieu-a-1187,Depression,Coffee intake,MR Egger intercept,3,0.012858031,0.038722848,0.795901188,Network
ukb-b-5237,ieu-a-1187,Depression,Coffee intake,MR Egger,3,5.134846679,4.758196208,0.475774149,Network
ukb-b-5237,ieu-a-1187,Depression,Coffee intake,Weighted median,3,0.856785421,0.25783967,0.000890745,Network
ukb-b-5237,ieu-a-1187,Depression,Coffee intake,Inverse variance weighted,3,0.62650392,1.116901107,0.574844903,Network
ukb-b-5237,ieu-a-1187,Depression,Coffee intake,Simple mode,3,1.379635007,0.35128439,0.059139225,Network
ukb-b-5237,ieu-a-1187,Depression,Coffee intake,Weighted mode,3,0.945770391,0.289983303,0.082538003,Network
ukb-b-5237,ukb-b-6519,Worry,Coffee intake,MR Egger intercept,39,-0.002328151,0.003968544,0.561000592,Network
ukb-b-5237,ukb-b-6519,Worry,Coffee intake,MR Egger,39,0.014005931,0.04873487,0.775416964,Network
ukb-b-5237,ukb-b-6519,Worry,Coffee intake,Weighted median,39,-0.04237138,0.022516627,0.059865642,Network
ukb-b-5237,ukb-b-6519,Worry,Coffee intake,Inverse variance weighted,39,-0.045662388,0.024588244,0.063299473,Network
ukb-b-5237,ukb-b-6519,Worry,Coffee intake,Simple mode,39,-0.091850233,0.042433213,0.03676804,Network
ukb-b-5237,ukb-b-6519,Worry,Coffee intake,Weighted mode,39,-0.039001658,0.019445838,0.052051616,Network
ukb-b-5237,ukb-b-5779,Alcohol,Coffee intake,MR Egger intercept,39,-0.007861318,0.003261854,0.021036775,Network
ukb-b-5237,ukb-b-5779,Alcohol,Coffee intake,MR Egger,39,0.126602509,0.269307168,0.641039583,Network
ukb-b-5237,ukb-b-5779,Alcohol,Coffee intake,Weighted median,39,-0.181858286,0.066915904,0.006573464,Network
ukb-b-5237,ukb-b-5779,Alcohol,Coffee intake,Inverse variance weighted,39,-0.226609211,0.136372041,0.09657325,Network
ukb-b-5237,ukb-b-5779,Alcohol,Coffee intake,Simple mode,39,-0.255380167,0.11560479,0.033271299,Network
ukb-b-5237,ukb-b-5779,Alcohol,Coffee intake,Weighted mode,39,-0.175483223,0.050095459,0.001194936,Network
ukb-b-5237,ieu-a-961,Smoking,Coffee intake,MR Egger intercept,32,-0.007196494,0.041347777,0.862996996,Network
ukb-b-5237,ieu-a-961,Smoking,Coffee intake,MR Egger,32,-2.272560992,2.494922383,0.369622746,Network
ukb-b-5237,ieu-a-961,Smoking,Coffee intake,Weighted median,32,-1.775101828,1.787106319,0.320572196,Network
ukb-b-5237,ieu-a-961,Smoking,Coffee intake,Inverse variance weighted,32,0.08291512,1.208417071,0.945296354,Network
ukb-b-5237,ieu-a-961,Smoking,Coffee intake,Simple mode,32,-5.282311579,3.975737266,0.193665762,Network
ukb-b-5237,ieu-a-961,Smoking,Coffee intake,Weighted mode,32,-2.514599142,1.917973666,0.19946302,Network
ukb-b-5237,ieu-a-1239,Education,Coffee intake,MR Egger intercept,37,-0.003509275,0.003687471,0.347787921,Network
ukb-b-5237,ieu-a-1239,Education,Coffee intake,MR Egger,37,-0.125100812,0.130597227,0.344677098,Network
ukb-b-5237,ieu-a-1239,Education,Coffee intake,Weighted median,37,-0.004216285,0.03508419,0.904343563,Network
ukb-b-5237,ieu-a-1239,Education,Coffee intake,Inverse variance weighted,37,0.129772257,0.0689698,0.059892945,Network
ukb-b-5237,ieu-a-1239,Education,Coffee intake,Simple mode,37,0.088242763,0.074379274,0.243239543,Network
ukb-b-5237,ieu-a-1239,Education,Coffee intake,Weighted mode,37,-0.004091685,0.029806491,0.891578341,Network
ukb-b-5237,ukb-b-19953,BMI,Coffee intake,MR Egger intercept,39,0.007764454,0.002528242,0.003984896,Network
ukb-b-5237,ukb-b-19953,BMI,Coffee intake,MR Egger,39,0.434789713,0.356685069,0.230568913,Network
ukb-b-5237,ukb-b-19953,BMI,Coffee intake,Weighted median,39,0.275597621,0.038143218,5.00E-13,Network
ukb-b-5237,ukb-b-19953,BMI,Coffee intake,Inverse variance weighted,39,0.72378969,0.17726036,4.44E-05,Network
ukb-b-5237,ukb-b-19953,BMI,Coffee intake,Simple mode,39,0.255755798,0.084086789,0.004250438,Network
ukb-b-5237,ukb-b-19953,BMI,Coffee intake,Weighted mode,39,0.269440802,0.033523976,1.02E-09,Network
ukb-b-5237,ukb-b-5238,Intelligence,Coffee intake,MR Egger intercept,39,0.002151489,0.003821652,0.576848702,Network
ukb-b-5237,ukb-b-5238,Intelligence,Coffee intake,MR Egger,39,-0.390823531,0.414806672,0.352210763,Network
ukb-b-5237,ukb-b-5238,Intelligence,Coffee intake,Weighted median,39,0.176090961,0.151840269,0.246166138,Network
ukb-b-5237,ukb-b-5238,Intelligence,Coffee intake,Inverse variance weighted,39,0.559427834,0.221955943,0.011720642,Network
ukb-b-5237,ukb-b-5238,Intelligence,Coffee intake,Simple mode,39,0.774115566,0.339620893,0.028349371,Network
ukb-b-5237,ukb-b-5238,Intelligence,Coffee intake,Weighted mode,39,0.116712423,0.129099501,0.371664711,Network
ukb-b-5237,ieu-a-1018,Wellbeing,Coffee intake,MR Egger intercept,30,0.011792168,0.004277375,0.010154284,Network
ukb-b-5237,ieu-a-1018,Wellbeing,Coffee intake,MR Egger,30,-0.018381208,0.14179451,0.897783788,Network
ukb-b-5237,ieu-a-1018,Wellbeing,Coffee intake,Weighted median,30,0.025657475,0.06096163,0.673843376,Network
ukb-b-5237,ieu-a-1018,Wellbeing,Coffee intake,Inverse variance weighted,30,-0.0192213,0.069268276,0.781403373,Network
ukb-b-5237,ieu-a-1018,Wellbeing,Coffee intake,Simple mode,30,0.096022562,0.119196474,0.42704012,Network
ukb-b-5237,ieu-a-1018,Wellbeing,Coffee intake,Weighted mode,30,0.033991465,0.062130481,0.588497148,Network
ukb-b-5237,ukb-b-4424,Sleep duration,Coffee intake,MR Egger intercept,39,0.002356166,0.003827569,0.541941557,Network
ukb-b-5237,ukb-b-4424,Sleep duration,Coffee intake,MR Egger,39,-0.016515528,0.078253549,0.834005215,Network
ukb-b-5237,ukb-b-4424,Sleep duration,Coffee intake,Weighted median,39,0.004422753,0.029042349,0.878961095,Network
ukb-b-5237,ukb-b-4424,Sleep duration,Coffee intake,Inverse variance weighted,39,-0.012748343,0.038458331,0.7402785,Network
ukb-b-5237,ukb-b-4424,Sleep duration,Coffee intake,Simple mode,39,0.013456245,0.051503125,0.795294826,Network
ukb-b-5237,ukb-b-4424,Sleep duration,Coffee intake,Weighted mode,39,0.027610218,0.028180663,0.333402626,Network
ukb-b-5237,ukb-b-8476,Loneliness,Coffee intake,MR Egger intercept,39,-0.007125848,0.00423177,0.100622045,Network
ukb-b-5237,ukb-b-8476,Loneliness,Coffee intake,MR Egger,39,0.031508588,0.031171243,0.31866645,Network
ukb-b-5237,ukb-b-8476,Loneliness,Coffee intake,Weighted median,39,-0.008711588,0.016665948,0.601170648,Network
ukb-b-5237,ukb-b-8476,Loneliness,Coffee intake,Inverse variance weighted,39,-0.004738651,0.01568758,0.762603369,Network
ukb-b-5237,ukb-b-8476,Loneliness,Coffee intake,Simple mode,39,-0.032957771,0.0432336,0.450576096,Network
ukb-b-5237,ukb-b-8476,Loneliness,Coffee intake,Weighted mode,39,0.006735706,0.018333139,0.715354521,Network
ukb-b-5237,ukb-b-3957,Sleeplessness,Coffee intake,MR Egger intercept,39,0.010570828,0.004141105,0.014949582,Network
ukb-b-5237,ukb-b-3957,Sleeplessness,Coffee intake,MR Egger,39,0.015182074,0.059172982,0.798931232,Network
ukb-b-5237,ukb-b-3957,Sleeplessness,Coffee intake,Weighted median,39,0.025795418,0.025813878,0.317656712,Network
ukb-b-5237,ukb-b-3957,Sleeplessness,Coffee intake,Inverse variance weighted,39,0.003492717,0.029101299,0.904467876,Network
ukb-b-5237,ukb-b-3957,Sleeplessness,Coffee intake,Simple mode,39,0.097551617,0.054377241,0.080776571,Network
ukb-b-5237,ukb-b-3957,Sleeplessness,Coffee intake,Weighted mode,39,0.034080072,0.026753572,0.210452563,Network
ukb-b-5237,ukb-b-4956,Eveningness,Coffee intake,MR Egger intercept,39,0.007480889,0.003677737,0.049157381,Network
ukb-b-5237,ukb-b-4956,Eveningness,Coffee intake,MR Egger,39,-0.017199728,0.132940441,0.897758383,Network
ukb-b-5237,ukb-b-4956,Eveningness,Coffee intake,Weighted median,39,0.058639351,0.035411134,0.097730321,Network
ukb-b-5237,ukb-b-4956,Eveningness,Coffee intake,Inverse variance weighted,39,0.033483681,0.065497046,0.609194009,Network
ukb-b-5237,ukb-b-4956,Eveningness,Coffee intake,Simple mode,39,0.343050764,0.098785792,0.00130176,Network
ukb-b-5237,ukb-b-4956,Eveningness,Coffee intake,Weighted mode,39,0.051615021,0.033980421,0.137048817,Network
ukb-b-5237,ukb-d-SLEEP,ICD10 Insomni,Coffee intake,MR Egger intercept,38,-0.002661422,0.004113112,0.521699152,Network
ukb-b-5237,ukb-d-SLEEP,ICD10 Insomni,Coffee intake,MR Egger,38,-0.005534441,0.005754745,0.342606949,Network
ukb-b-5237,ukb-d-SLEEP,ICD10 Insomni,Coffee intake,Weighted median,38,-0.000494235,0.00439212,0.910405054,Network
ukb-b-5237,ukb-d-SLEEP,ICD10 Insomni,Coffee intake,Inverse variance weighted,38,0.003637534,0.002949516,0.21747692,Network
ukb-b-5237,ukb-d-SLEEP,ICD10 Insomni,Coffee intake,Simple mode,38,0.001453824,0.009017973,0.872801925,Network
ukb-b-5237,ukb-d-SLEEP,ICD10 Insomni,Coffee intake,Weighted mode,38,-0.003317777,0.004387225,0.454296022,Network
ukb-b-5237,ukb-b-4062,Happiness,Coffee intake,MR Egger intercept,39,0.008826757,0.003900413,0.029591757,Network
ukb-b-5237,ukb-b-4062,Happiness,Coffee intake,MR Egger,39,0.113884874,0.086166672,0.194388507,Network
ukb-b-5237,ukb-b-4062,Happiness,Coffee intake,Weighted median,39,0.016980383,0.046505343,0.715016189,Network
ukb-b-5237,ukb-b-4062,Happiness,Coffee intake,Inverse variance weighted,39,-0.004548667,0.043713065,0.917123821,Network
ukb-b-5237,ukb-b-4062,Happiness,Coffee intake,Simple mode,39,-0.065264246,0.086695433,0.456209177,Network
ukb-b-5237,ukb-b-4062,Happiness,Coffee intake,Weighted mode,39,0.061253102,0.04287459,0.161271526,Network
ukb-b-5237,ukb-b-4710,Exercise,Coffee intake,MR Egger intercept,39,0.002476374,0.00377768,0.516183461,Network
ukb-b-5237,ukb-b-4710,Exercise,Coffee intake,MR Egger,39,-0.090313135,0.171387247,0.601371142,Network
ukb-b-5237,ukb-b-4710,Exercise,Coffee intake,Weighted median,39,-0.267783265,0.085961667,0.00183853,Network
ukb-b-5237,ukb-b-4710,Exercise,Coffee intake,Inverse variance weighted,39,-0.369351482,0.088147252,2.79E-05,Network
ukb-b-5237,ukb-b-4710,Exercise,Coffee intake,Simple mode,39,-0.137830772,0.183334151,0.456802279,Network
ukb-b-5237,ukb-b-4710,Exercise,Coffee intake,Weighted mode,39,-0.24613509,0.093074916,0.011827643,Network
ukb-b-5237,ukb-b-5076,Not socialising,Coffee intake,MR Egger intercept,39,0.002294289,0.004313101,0.59795086,Network
ukb-b-5237,ukb-b-5076,Not socialising,Coffee intake,MR Egger,39,0.066604038,0.036953351,0.079636436,Network
ukb-b-5237,ukb-b-5076,Not socialising,Coffee intake,Weighted median,39,0.009877594,0.017274014,0.567445219,Network
ukb-b-5237,ukb-b-5076,Not socialising,Coffee intake,Inverse variance weighted,39,0.005797179,0.019024629,0.760579655,Network
ukb-b-5237,ukb-b-5076,Not socialising,Coffee intake,Simple mode,39,0.016713658,0.038302849,0.665048098,Network
ukb-b-5237,ukb-b-5076,Not socialising,Coffee intake,Weighted mode,39,0.03097333,0.016245352,0.064155468,Network
ukb-b-5237,ieu-a-118,Neuroticism,Coffee intake,MR Egger intercept,32,0.003928625,0.00437853,0.376731192,Network
ukb-b-5237,ieu-a-118,Neuroticism,Coffee intake,MR Egger,32,0.098493819,0.179892887,0.588076469,Network
ukb-b-5237,ieu-a-118,Neuroticism,Coffee intake,Weighted median,32,0.015591509,0.100935645,0.877239319,Network
ukb-b-5237,ieu-a-118,Neuroticism,Coffee intake,Inverse variance weighted,32,-0.120894873,0.089341919,0.176001082,Network
ukb-b-5237,ieu-a-118,Neuroticism,Coffee intake,Simple mode,32,-0.002969821,0.21647741,0.989142197,Network
ukb-b-5237,ieu-a-118,Neuroticism,Coffee intake,Weighted mode,32,-0.002969821,0.105677931,0.977760487,Network
ukb-b-5237,ieu-a-24,Diabetes,Coffee intake,MR Egger intercept,8,0.014420571,0.009059988,0.162562986,Network
ukb-b-5237,ieu-a-24,Diabetes,Coffee intake,MR Egger,8,-0.418544004,1.615399029,0.804220967,Network
ukb-b-5237,ieu-a-24,Diabetes,Coffee intake,Weighted median,8,0.372697519,0.410771687,0.364242553,Network
ukb-b-5237,ieu-a-24,Diabetes,Coffee intake,Inverse variance weighted,8,1.657393421,0.884228228,0.060875932,Network
ukb-b-5237,ieu-a-24,Diabetes,Coffee intake,Simple mode,8,0.982149162,1.975006643,0.634222519,Network
ukb-b-5237,ieu-a-24,Diabetes,Coffee intake,Weighted mode,8,0.087737308,0.319441438,0.791508062,Network
